7.750075812006241849e-01,4.440892098500626162e-16,-4.276695407662548520e-01,-3.086635205625213318e-01
3.958780840950439361e-01,-4.996003610813204432e-16,1.903602465563782598e-01,4.325335974556391294e-01
3.230415507512267026e-01,-9.992007221626408864e-16,5.969567359594051270e-01,7.564669881173415877e-01
1.537121603076342935e-01,3.608224830031758756e-16,8.022814384791433495e-01,-6.494547460270354566e-01
2.269316463333457060e-02,1.110223024625156540e-16,1.362145342544270055e-01,-1.389693379457915823e-01
2.444963386271914712e-03,1.908195823574487804e-17,1.840182332545826221e-02,-2.639875240511421750e-02
-1.536107719014811980e-04,1.561251128379126385e-17,4.326931003441421633e-03,-1.732035506491003476e-02
-1.508304069673894327e-48,-1.219734530885318570e-39,-3.250302932160963356e-48,-1.133990591592906157e-47
4.615560448112445491e-18,9.905392509697874548e-01,6.661338147750939243e-16,2.220446049250313081e-16
4.010102634305426132e-17,1.470958888081047578e-01,6.938893903907228378e-16,5.551115123125782702e-17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.940020684457718692e-01,1.665334536937734811e-16,-2.209625578126558354e-01,-2.146550535067601462e-01
