2.638154169004518212e-02,0.000000000000000000e+00,8.582093922200509373e-03,5.322337186342733506e-02
2.610973070258729156e-02,6.938893903907228378e-18,7.803679971106510307e-03,4.208290625634214521e-02
2.572902767647693850e-02,1.040834085586084257e-17,7.716055403762179382e-03,4.164040220614347726e-02
2.508487729719080864e-02,1.040834085586084257e-17,7.532931809541589668e-03,4.066126883239722101e-02
2.779243937584170362e-02,7.020209066843641210e-18,5.422151888318652198e-03,7.721295250874667809e-03
1.092470455487486690e-02,0.000000000000000000e+00,-2.294157363619504092e-03,-5.443148211196360831e-02
1.229741321164112659e-02,-6.938893903907228378e-18,-2.585538629700036978e-03,-6.137113441783274836e-02
1.187118443869750184e-02,6.938893903907228378e-18,-2.490670893724712676e-03,-5.907637722536533686e-02
1.652888947839210171e-02,1.387778780781445676e-17,-6.933180301288775771e-03,-1.064130036542241253e-01
9.786108449437308510e-03,-6.938893903907228378e-18,-9.348598898435318827e-03,-1.008553862653614880e-01
1.008081489591738586e-02,6.938893903907228378e-18,-9.670345505172157907e-03,-1.044470007871022010e-01
1.007807316440687689e-02,6.938893903907228378e-18,-9.614019169336920911e-03,-1.036872718482380051e-01
9.742153408000098908e-03,0.000000000000000000e+00,-9.264739391356184572e-03,-9.981373008787536305e-02
6.408413671448196479e-03,-4.163336342344337027e-17,-1.740771829683412930e-02,9.284086114034795223e-02
4.853391383108308400e-03,-2.775557561562891351e-17,-1.614079390828899313e-02,1.109322181111203620e-01
4.745819674185647492e-03,-2.775557561562891351e-17,-1.579037732412266748e-02,1.085306237646112421e-01
5.107828486920113625e-03,-6.938893903907228378e-17,-1.701806341332033623e-02,1.169896172046993588e-01
4.968798014549027746e-03,-4.163336342344337027e-17,-1.669092874016929462e-02,1.158575113092257247e-01
7.397426714011493508e-04,-5.204170427930421283e-18,-2.853474617157821316e-03,2.340393203657589738e-02
6.998326750124145117e-04,-6.938893903907228378e-18,-2.708196966051925475e-03,2.222558890290170924e-02
6.534602876039069660e-04,-3.469446951953614189e-18,-2.529236679988704911e-03,2.075799531271900478e-02
5.999156348291075948e-04,-5.204170427930421283e-18,-2.325047733738681149e-03,1.933673556393327234e-02
6.917972319169698038e-05,-8.673617379884035472e-19,-3.377848595495138578e-04,3.596602030972080328e-03
7.535215335430345122e-05,-8.673617379884035472e-19,-3.683379041178498625e-04,3.921893915255790508e-03
7.859445903417571497e-05,-1.301042606982605321e-18,-3.824312768478874136e-04,4.068513780637893033e-03
7.296365663981980152e-05,0.000000000000000000e+00,-3.558939568888419558e-04,3.788509842097588075e-03
1.886553592949930924e-05,-4.336808689942017736e-19,-2.219148942111213042e-04,3.856247204725380025e-03
-8.826454042992957400e-08,-4.336808689942017736e-19,-1.074744067499626855e-04,2.363782817986354902e-03
-9.008106525345192020e-08,-6.505213034913026604e-19,-1.099096844550697099e-04,2.417264354044529502e-03
-8.840013049372074065e-08,-6.505213034913026604e-19,-1.035741479609390142e-04,2.277745368736487815e-03
-9.499067444414556602e-08,-4.336808689942017736e-19,-1.048621485477102110e-04,2.305536296904236396e-03
-5.459187956985968122e-50,-1.156038615135380740e-40,4.169763356302784651e-50,2.026110075658434777e-48
-5.666542123046921844e-50,-1.195834884931596332e-40,4.330911867612946963e-50,2.105762907343693385e-48
-5.824556597772252692e-50,-1.252608537429613970e-40,4.416183322906163932e-50,2.139490574812660759e-48
-5.636399688279474248e-50,-1.282147435453848455e-40,4.207222682264388681e-50,2.024673652229263677e-48
-1.114535966224630944e-19,7.914652539361639871e-02,1.387778780781445676e-17,-2.498001805406602216e-16
-3.446921092913797171e-20,7.527684877059186153e-02,-6.938893903907228378e-18,-2.220446049250313081e-16
-3.649249653655463089e-20,7.704836779136089997e-02,-1.387778780781445676e-17,-2.220446049250313081e-16
-3.043208517027992124e-20,6.800213005913768871e-02,0.000000000000000000e+00,-2.012279232133096230e-16
1.117857362074611759e-18,2.432488901096175118e-02,-1.387778780781445676e-17,-5.030698080332740574e-17
1.069119675072142661e-18,8.210576253415740461e-03,-1.127570259384924611e-17,-1.301042606982605321e-17
1.103344346895901413e-18,8.364149700098983536e-03,-9.540979117872439019e-18,-8.673617379884035472e-18
1.165010046475899017e-18,8.820145962088025288e-03,-1.301042606982605321e-17,-9.540979117872439019e-18
1.068941381773467278e-18,8.123441633487509320e-03,-1.040834085586084257e-17,-8.673617379884035472e-18
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.304607750889409987e-03,-6.938893903907228378e-18,3.261310202760903457e-03,2.556921258934621508e-02
8.620197008468631628e-03,0.000000000000000000e+00,3.383786726768204384e-03,2.652676298839699159e-02
8.553322187069082802e-03,0.000000000000000000e+00,3.368430649105061750e-03,2.642531355817308997e-02
6.006549150718899950e-03,-1.734723475976807094e-18,2.356337639487297332e-03,1.847225891687148333e-02
3.146891042723685018e-03,0.000000000000000000e+00,1.207500740218902038e-03,9.414135186691765037e-03
