1.964158830152783412e+04,1.834307588290084823e+03,-7.559799138945586492e+03,-6.252273301872492084e+02
5.264242690591885184e+04,1.716793352708498423e+04,-5.005305521755429800e+04,-5.818523321821878199e+03
1.538324516874714755e+04,6.784209934118919136e+02,-1.491162415359438000e+03,2.207133357143511034e+02
1.258531470223998622e+04,-8.714434629222754438e+02,3.774154205877334789e+03,8.242052104785391293e+02
1.236770122014312255e+04,-1.151760141495426524e+03,3.313161444611812385e+03,8.107188025301070411e+02
1.637541802423011723e+04,1.231726114640324340e+03,-1.877229652711070230e+03,2.908424814191869245e+02
2.478342295553315125e+04,3.664033318019996386e+03,-1.200595374056294531e+04,-1.090608856217852008e+03
2.028453829028982000e+04,2.001301177085222889e+03,-7.983592724389039176e+03,-4.528165984364918586e+02
1.897985513821645509e+04,1.400455152189954106e+03,-5.644240228157293132e+03,-2.111939154372114444e+02
1.588906228273355009e+04,2.686146998585096526e+02,-2.131880813081731958e+03,1.483888616445890989e+02
2.457427352385235645e+04,3.623098819320111033e+03,-1.163560632934446767e+04,-1.038992286655995485e+03
1.821337041248303649e+04,1.874218888668154250e+03,-3.267274846292442362e+03,7.539035508614756509e+01
2.771603044370540374e+04,4.911283678583143228e+03,-1.545749314859542028e+04,-1.491615005625199956e+03
8.591900337524194038e+04,2.962999525017155247e+04,-9.647206801947344502e+04,-1.110115874638133391e+04
1.656484657109490581e+04,1.071098402609017512e+03,-1.700586208787369742e+03,9.669724197643245134e+01
3.517759006717069860e+04,7.815541732960577065e+03,-2.726172112435283270e+04,-2.910863904463081781e+03
3.522691869019499427e+04,9.688842219037062023e+03,-2.579712035417593506e+04,-2.711795322769259656e+03
2.220264721300264500e+04,2.664902227024290823e+03,-1.062898503533121402e+04,-8.020700429518547026e+02
1.456017941236667684e+04,-3.499389854175120718e+02,1.548674451756826329e+03,6.860767955562397447e+02
8.935534508879970235e+04,3.243001871998716160e+04,-9.821242306156471022e+04,-1.151424482276046183e+04
2.711148525837676789e+04,5.344434343440786506e+03,-1.474318524742557202e+04,-1.333349548267409773e+03
3.302609946387077798e+04,8.037260302973989383e+03,-2.275263884316398617e+04,-2.285075765070547277e+03
