2.121505436387105146e+04,1.900000000000000000e+01,1.920000000000000000e+03
2.138502208241039989e+04,5.900000000000000000e+01,2.927000000000000000e+03
2.196193314799376458e+04,1.700000000000000000e+01,1.223000000000000000e+03
2.301060317831808061e+04,8.000000000000000000e+00,1.672000000000000000e+03
2.296721426743817574e+04,5.000000000000000000e+00,1.279000000000000000e+03
2.360675923037089888e+04,7.000000000000000000e+00,6.760000000000000000e+02
2.395489785383601338e+04,3.400000000000000000e+01,1.972000000000000000e+03
2.360842864558328438e+04,3.400000000000000000e+01,6.250000000000000000e+02
2.369509054610525345e+04,3.000000000000000000e+01,9.690000000000000000e+02
2.249031304829620058e+04,8.000000000000000000e+00,1.217000000000000000e+03
2.404820767758632792e+04,3.200000000000000000e+01,1.945000000000000000e+03
2.409421072289115182e+04,8.000000000000000000e+00,1.186000000000000000e+03
2.448289939439576847e+04,5.000000000000000000e+01,1.993000000000000000e+03
2.453671108022825138e+04,9.000000000000000000e+01,9.980000000000000000e+02
2.218206150477000119e+04,1.700000000000000000e+01,2.093000000000000000e+03
2.350443463964440161e+04,4.300000000000000000e+01,1.724000000000000000e+03
2.348097874406676419e+04,6.500000000000000000e+01,1.809000000000000000e+03
2.342266963376427157e+04,3.000000000000000000e+01,8.220000000000000000e+02
2.473388680223198025e+04,6.000000000000000000e+00,9.690000000000000000e+02
2.390203878126454219e+04,1.720000000000000000e+02,2.770000000000000000e+03
2.454880354392158551e+04,5.900000000000000000e+01,1.509000000000000000e+03
2.456530577827226443e+04,6.800000000000000000e+01,1.454000000000000000e+03
2.536565092036344868e+04,1.140000000000000000e+02,1.799000000000000000e+03
2.572293324379497062e+04,2.700000000000000000e+01,1.798000000000000000e+03
2.957691925486122273e+04,1.200000000000000000e+02,4.720000000000000000e+02
2.873104134142896874e+04,5.100000000000000000e+01,4.390000000000000000e+02
2.898230538662178878e+04,1.180000000000000000e+02,1.785000000000000000e+03
2.873144962415911141e+04,9.400000000000000000e+01,1.534000000000000000e+03
2.873336126317776143e+04,2.310000000000000000e+02,4.130000000000000000e+02
2.921678552866170503e+04,9.300000000000000000e+01,1.768000000000000000e+03
2.941537511039424135e+04,6.300000000000000000e+01,2.878000000000000000e+03
2.979491253243569372e+04,8.600000000000000000e+01,1.986000000000000000e+03
2.960519558448455427e+04,3.300000000000000000e+01,1.110000000000000000e+03
2.980671395164777277e+04,9.600000000000000000e+01,1.295000000000000000e+03
3.007686209396236882e+04,6.600000000000000000e+01,1.806000000000000000e+03
3.052496118080378801e+04,2.300000000000000000e+01,2.830000000000000000e+03
3.108474247819546144e+04,1.170000000000000000e+02,2.040000000000000000e+03
3.185735183099352071e+04,1.030000000000000000e+02,1.686000000000000000e+03
3.118582725484301045e+04,2.900000000000000000e+01,2.968000000000000000e+03
3.151428287582254052e+04,5.800000000000000000e+01,2.301000000000000000e+03
3.046958846444623850e+04,9.300000000000000000e+01,1.459000000000000000e+03
3.076266808494849101e+04,4.000000000000000000e+01,7.410000000000000000e+02
3.099889966592330529e+04,9.000000000000000000e+00,1.503000000000000000e+03
3.089069055153797672e+04,2.900000000000000000e+01,1.864000000000000000e+03
3.121662895839778867e+04,9.600000000000000000e+01,1.678000000000000000e+03
2.988898346535718156e+04,1.200000000000000000e+02,2.792000000000000000e+03
3.028228715929475948e+04,7.700000000000000000e+01,6.570000000000000000e+02
2.589668917936246726e+04,5.500000000000000000e+01,1.848000000000000000e+03
2.622458126409463148e+04,1.400000000000000000e+02,6.120000000000000000e+02
2.646255460964061058e+04,5.100000000000000000e+01,1.067000000000000000e+03
2.686448904621416659e+04,3.400000000000000000e+01,1.451000000000000000e+03
2.710134836487970460e+04,1.200000000000000000e+01,8.590000000000000000e+02
2.714165292934041645e+04,5.000000000000000000e+01,9.650000000000000000e+02
2.734353930279464112e+04,1.900000000000000000e+01,1.480000000000000000e+03
2.773883454467800038e+04,2.000000000000000000e+00,9.960000000000000000e+02
2.807047250196978348e+04,4.000000000000000000e+01,6.830000000000000000e+02
2.810716901582600258e+04,1.600000000000000000e+02,1.410000000000000000e+03
2.728083861179526502e+04,2.000000000000000000e+00,1.030000000000000000e+03
2.825063487122396691e+04,1.970000000000000000e+02,1.271000000000000000e+03
2.771268903836446771e+04,4.300000000000000000e+01,1.077000000000000000e+03
2.765305277013128944e+04,7.100000000000000000e+01,1.073000000000000000e+03
2.752798352131974752e+04,9.100000000000000000e+01,1.850000000000000000e+03
2.731443491987164089e+04,3.100000000000000000e+01,2.053000000000000000e+03
2.793941939038294004e+04,2.100000000000000000e+01,1.107000000000000000e+03
2.671246643372225662e+04,2.400000000000000000e+01,5.380000000000000000e+02
2.819033383938658153e+04,6.800000000000000000e+01,7.400000000000000000e+02
2.859474515268873074e+04,1.160000000000000000e+02,8.010000000000000000e+02
2.832734071843206038e+04,1.000000000000000000e+00,5.550000000000000000e+02
2.842126612736806783e+04,1.160000000000000000e+02,8.520000000000000000e+02
2.886851675541197983e+04,9.400000000000000000e+01,1.484000000000000000e+03
2.933132582242900025e+04,2.500000000000000000e+01,1.634000000000000000e+03
2.956244843505054087e+04,2.600000000000000000e+01,1.369000000000000000e+03
2.859974689490324090e+04,1.130000000000000000e+02,1.549000000000000000e+03
2.931930500296281753e+04,1.000000000000000000e+01,4.510000000000000000e+02
2.973634185577494281e+04,3.800000000000000000e+01,1.358000000000000000e+03
2.984700156252532179e+04,5.500000000000000000e+01,1.333000000000000000e+03
2.883427562726407996e+04,8.400000000000000000e+01,1.634000000000000000e+03
